minutes_remaining,period,playoffs,shot_distance,lat_quadra,lon_quadra
1,3,False,25,-0.23799999999999955,-0.09399999999999409
8,2,False,25,-0.2259999999999991,-0.11699999999999022
0,3,False,26,-0.18599999999999994,-0.18299999999999272
0,2,False,27,-0.27199999999999847,-0.027000000000001023
2,1,False,24,-0.19400000000000261,-0.15500000000000114
11,2,False,22,-0.22800000000000153,0.0010000000000047748
8,1,False,23,-0.05700000000000216,0.23100000000000875
3,1,False,25,-0.2569999999999979,0.007000000000005002
0,2,False,25,-0.18999999999999773,0.1670000000000016
11,1,False,24,-0.21099999999999852,0.132000000000005
3,2,False,25,-0.25099999999999767,-0.057999999999992724
0,2,False,24,-0.14999999999999858,-0.19299999999999784
0,2,False,27,-0.27599999999999625,0.0010000000000047748
10,2,False,27,-0.24900000000000233,0.10800000000000409
11,4,False,25,-0.22999999999999687,0.11299999999999955
0,2,False,47,-0.47699999999999676,0.046999999999997044
0,3,False,24,-0.2359999999999971,0.07699999999999818
9,4,False,24,-0.2469999999999999,0.01100000000000989
5,4,False,25,-0.22999999999999687,-0.10299999999999443
0,4,False,24,-0.2469999999999999,-0.0309999999999917
9,1,False,25,-0.1769999999999996,0.1880000000000024
6,2,False,25,-0.20000000000000284,0.15900000000000603
11,3,False,29,-0.24499999999999744,-0.16199999999999193
3,3,False,23,-0.01899999999999835,0.23700000000000898
0,3,False,22,-0.01899999999999835,-0.2289999999999992
9,1,False,24,-0.2469999999999999,0.028000000000005798
11,4,False,27,-0.24499999999999744,0.1150000000000091
4,1,False,25,-0.2469999999999999,-0.07699999999999818
1,1,False,26,-0.2259999999999991,0.14200000000001012
6,3,False,26,-0.2359999999999971,0.1150000000000091
2,3,False,23,-0.02300000000000324,0.23499999999999943
11,4,False,25,-0.17099999999999937,0.1839999999999975
5,1,False,26,-0.2190000000000012,-0.14300000000000068
0,2,False,25,-0.2149999999999963,0.14400000000000546
7,3,False,27,-0.25900000000000034,0.10000000000000853
3,3,False,25,-0.1980000000000004,0.1530000000000058
9,1,False,24,-0.03399999999999892,0.2430000000000092
5,1,False,26,-0.23199999999999932,0.12300000000000466
7,3,False,28,-0.24499999999999744,0.14200000000001012
0,3,False,42,-0.4089999999999989,0.10800000000000409
10,4,False,27,-0.22399999999999665,-0.1599999999999966
0,1,False,25,-0.24499999999999744,-0.04999999999999716
0,1,False,48,-0.4660000000000011,-0.14999999999999147
9,3,False,26,-0.20700000000000074,0.1670000000000016
9,1,False,26,-0.2530000000000001,-0.08599999999999852
6,3,False,28,-0.2469999999999999,-0.1490000000000009
0,3,False,27,-0.2569999999999979,-0.08599999999999852
7,4,False,27,-0.2530000000000001,0.11700000000000443
5,1,False,26,-0.2430000000000021,0.10999999999999943
8,2,False,23,-0.0020000000000024443,0.23700000000000898
6,3,False,30,-0.2849999999999966,-0.09799999999999898
0,1,False,45,-0.39399999999999835,0.23100000000000875
3,2,False,25,-0.2569999999999979,0.03200000000001069
11,4,False,24,-0.03999999999999915,0.23700000000000898
10,3,False,23,0.003999999999997783,0.23100000000000875
0,3,False,23,0.003999999999997783,-0.23099999999999454
5,4,False,23,-0.003999999999997783,-0.23099999999999454
3,4,False,22,0.021000000000000796,-0.22499999999999432
0,4,False,25,-0.25099999999999767,0.030000000000001137
0,5,False,33,-0.31799999999999784,-0.09599999999998943
5,3,False,25,-0.20900000000000318,0.13800000000000523
8,1,False,27,-0.2469999999999999,-0.11499999999999488
0,1,False,36,-0.31799999999999784,-0.17600000000000193
9,3,False,24,-0.1980000000000004,-0.14300000000000068
6,3,False,24,-0.2469999999999999,-0.009999999999990905
2,2,False,29,-0.2909999999999968,0.01100000000000989
0,2,False,27,-0.2530000000000001,-0.09799999999999898
0,2,False,26,-0.2359999999999971,-0.12199999999999989
6,4,False,27,-0.23199999999999932,0.1530000000000058
4,4,False,25,-0.2190000000000012,-0.12999999999999545
4,4,False,26,-0.2190000000000012,0.14400000000000546
2,4,False,26,-0.2469999999999999,-0.10699999999999932
0,4,False,27,-0.2700000000000031,-0.07099999999999795
0,4,False,24,-0.23799999999999955,-0.055999999999997385
1,2,False,25,-0.2259999999999991,0.10999999999999943
1,2,False,24,-0.19200000000000017,-0.15699999999999648
1,1,False,25,-0.25500000000000256,-0.003999999999990678
0,1,False,62,-0.6199999999999974,0.10000000000000853
7,3,False,25,-0.16499999999999915,-0.1910000000000025
3,4,False,23,-0.021000000000000796,0.23700000000000898
0,4,False,25,-0.25500000000000256,-0.003999999999990678
11,2,False,24,-0.2359999999999971,0.046999999999997044
9,2,False,24,-0.18099999999999739,0.16100000000000136
5,1,False,25,-0.22800000000000153,0.12300000000000466
8,2,False,22,-0.009000000000000341,0.2259999999999991
1,1,False,25,-0.1980000000000004,-0.15699999999999648
5,3,False,27,-0.2259999999999991,-0.15699999999999648
1,3,False,26,-0.2190000000000012,0.14400000000000546
0,3,False,27,-0.23199999999999932,0.14400000000000546
10,2,False,24,-0.19200000000000017,0.15900000000000603
0,2,False,24,-0.2430000000000021,0.0010000000000047748
8,3,False,24,-0.2049999999999983,-0.14099999999999113
7,1,False,26,-0.2220000000000013,-0.14099999999999113
6,1,False,25,-0.1599999999999966,0.1950000000000074
6,2,False,25,-0.25500000000000256,0.0010000000000047748
0,2,False,24,-0.2049999999999983,-0.14099999999999113
8,3,False,24,-0.23799999999999955,-0.07099999999999795
3,3,False,26,-0.22800000000000153,-0.14099999999999113
9,1,False,24,-0.2359999999999971,-0.04999999999999716
0,1,False,25,-0.20900000000000318,-0.14300000000000068
0,3,False,29,-0.2909999999999968,-0.015999999999991132
8,4,False,26,-0.2359999999999971,0.10999999999999943
2,4,False,26,-0.2430000000000021,0.10200000000000387
1,4,False,22,-0.012999999999998124,-0.22699999999998965
10,1,False,24,-0.1980000000000004,-0.14300000000000068
2,4,False,26,-0.2430000000000021,0.0940000000000083
2,4,False,24,-0.06099999999999994,0.23700000000000898
1,4,False,26,-0.2569999999999979,0.054000000000002046
2,2,False,24,-0.18099999999999739,0.17199999999999704
0,3,False,29,-0.2700000000000031,0.12300000000000466
5,4,False,25,-0.2430000000000021,0.0660000000000025
6,1,False,24,-0.22399999999999665,-0.10699999999999932
5,1,False,24,-0.24099999999999966,0.01100000000000989
0,2,False,25,-0.20700000000000074,0.1530000000000058
0,4,False,24,-0.2469999999999999,-0.015999999999991132
0,4,False,24,-0.11200000000000188,0.21399999999999864
6,2,False,24,-0.18099999999999739,-0.16400000000000148
2,2,False,25,-0.21300000000000097,0.13800000000000523
7,3,False,25,-0.2530000000000001,0.054000000000002046
8,1,False,24,-0.19200000000000017,-0.15699999999999648
3,2,False,25,-0.17099999999999937,-0.18500000000000227
7,3,False,25,-0.21300000000000097,0.13800000000000523
1,4,False,26,-0.2049999999999983,0.16500000000000625
0,3,False,25,-0.2569999999999979,-0.012000000000000455
11,4,False,25,-0.24499999999999744,0.08500000000000796
9,3,False,27,-0.2700000000000031,-0.015999999999991132
4,1,False,24,0.0,-0.23999999999999488
0,1,False,26,-0.2640000000000029,-0.022999999999996135
0,4,False,26,-0.2469999999999999,-0.10899999999999466
3,4,False,25,-0.19200000000000017,0.17199999999999704
8,3,False,31,-0.3119999999999976,0.01100000000000989
4,3,False,24,-0.012999999999998124,0.24099999999999966
0,1,False,30,-0.30400000000000205,0.02200000000000557
0,2,False,70,-0.695999999999998,0.10600000000000875
0,3,False,25,-0.1769999999999996,0.18000000000000682
5,4,False,26,-0.2640000000000029,-0.012000000000000455
3,5,False,26,-0.2190000000000012,-0.14099999999999113
4,2,False,26,-0.2680000000000007,-0.015999999999991132
4,4,False,26,-0.1769999999999996,0.1910000000000025
3,3,False,28,-0.2890000000000015,0.0010000000000047748
0,4,False,23,-0.003999999999997783,0.23700000000000898
1,2,False,25,-0.2530000000000001,0.007000000000005002
6,3,False,24,-0.14800000000000324,0.20100000000000762
0,4,False,26,-0.22399999999999665,-0.1490000000000009
0,4,False,26,-0.2530000000000001,0.07900000000000773
0,4,False,43,-0.392000000000003,0.1880000000000024
0,1,False,38,-0.38400000000000034,-0.04399999999999693
7,4,False,25,-0.25099999999999767,0.01100000000000989
3,1,False,27,-0.22999999999999687,0.14200000000001012
0,4,False,25,-0.25099999999999767,-0.024999999999991473
4,3,False,26,-0.2469999999999999,-0.08400000000000318
4,4,False,25,-0.2530000000000001,-0.054000000000002046
3,2,False,26,-0.21300000000000097,0.1530000000000058
10,3,False,25,-0.14800000000000324,0.2120000000000033
1,4,False,28,-0.2740000000000009,-0.09399999999999409
1,2,False,23,-0.07000000000000028,-0.2289999999999992
0,2,False,25,-0.23400000000000176,0.09799999999999898
9,4,False,25,-0.25500000000000256,-0.007999999999995566
4,1,False,26,-0.2530000000000001,0.0940000000000083
2,1,False,28,-0.2700000000000031,-0.07699999999999818
9,2,False,27,-0.2740000000000009,0.014000000000010004
11,4,False,24,-0.006999999999997897,0.24099999999999966
5,1,False,26,-0.2530000000000001,0.0730000000000075
3,3,False,25,-0.19200000000000017,0.16899999999999693
0,3,False,25,-0.2149999999999963,0.1290000000000049
11,2,False,24,-0.22399999999999665,-0.09799999999999898
0,3,False,24,-0.24099999999999966,0.02200000000000557
10,4,False,26,-0.22999999999999687,-0.13400000000000034
0,2,False,26,-0.19200000000000017,0.17600000000000193
0,3,False,60,-0.588000000000001,-0.14499999999999602
8,4,False,24,-0.14399999999999835,0.20100000000000762
5,3,False,25,-0.20300000000000296,-0.15699999999999648
0,3,False,24,-0.1980000000000004,-0.14499999999999602
1,4,False,24,-0.15800000000000125,-0.19299999999999784
0,1,False,26,-0.14999999999999858,0.21800000000000352
1,2,False,25,-0.20000000000000284,-0.15099999999999625
0,3,False,24,-0.24499999999999744,-0.03699999999999193
5,1,False,26,-0.14099999999999824,0.21999999999999886
6,4,False,24,-0.14800000000000324,-0.19499999999999318
4,2,False,25,-0.25099999999999767,0.06199999999999761
0,2,False,26,-0.2149999999999963,0.16100000000000136
0,2,False,26,-0.26200000000000045,-0.000999999999990564
0,3,False,25,-0.2569999999999979,-0.000999999999990564
0,3,False,25,-0.2569999999999979,-0.009999999999990905
10,4,False,25,-0.2190000000000012,0.132000000000005
6,2,False,24,-0.24499999999999744,-0.027000000000001023
4,2,False,29,-0.22800000000000153,-0.18299999999999272
10,3,False,24,-0.2220000000000013,-0.10499999999998977
6,3,False,24,-0.08200000000000074,0.23499999999999943
0,2,False,25,-0.1839999999999975,0.18000000000000682
0,1,False,25,-0.07000000000000028,-0.24199999999999022
